1.500000000000000000e+03,1.163633775159786410e+02,1.108248872419042073e+02,1.000000000000000000e+01,6.389175112758095929e+04,5.886866171378443702e-03
1.500000000000000000e+03,1.179338122175396393e+03,2.053284119406151831e+02,1.000000000000000000e+01,6.183846700817480450e+04,2.035259268660597615e-02
1.500000000000000000e+03,2.095897005158363697e+02,1.800605080403798297e+02,1.000000000000000000e+01,6.003786192777100950e+04,9.166502748556279445e-03
1.500000000000000000e+03,9.851460805378027317e+02,9.120268961006194104e+02,1.000000000000000000e+01,5.091759296676481608e+04,1.039689690382590223e-02
1.500000000000000000e+03,1.190038273268904049e+03,9.172897484453040988e+02,1.000000000000000000e+01,4.174469548231177760e+04,1.702284215443130092e-02
1.500000000000000000e+03,4.375284030522870466e+02,9.099391151249876941e+01,1.000000000000000000e+01,4.083475636718679016e+04,1.134566416830239989e-02
1.100000000000000000e+03,3.722310052731838255e+02,3.243267011627166880e+02,1.000000000000000000e+01,3.759148935555962089e+04,1.180369331643986962e-02
7.000000000000000000e+02,2.509300934581115143e+02,8.193191361663339478e+01,1.000000000000000000e+01,3.677217021939328697e+04,1.165313493358561235e-02
3.000000000000000000e+02,1.343343263670501813e+02,3.502344972500147691e+01,1.000000000000000000e+01,3.642193572214327287e+04,1.805031718091108794e-02
3.000000000000000000e+02,1.532555616216946532e+02,3.332931258355703363e+01,1.000000000000000000e+01,3.608864259630770539e+04,9.774252333890752487e-03
3.000000000000000000e+02,2.296904929367257466e+02,9.472649702527708371e+01,1.000000000000000000e+01,3.514137762605493481e+04,6.501873297329575918e-03
6.500000000000000000e+02,2.908615615508052201e+02,5.536885135477049147e+01,1.000000000000000000e+01,3.458768911250722886e+04,9.033244439554543107e-03
1.000000000000000000e+03,3.937050618422202319e+02,3.324000363016086794e+02,1.000000000000000000e+01,3.126368874949114252e+04,1.186303593444639100e-02
1.000000000000000000e+03,3.583162775833086471e+02,8.876616754838394741e+01,1.000000000000000000e+01,3.037602707400730287e+04,5.287154070282375912e-03
1.000000000000000000e+03,2.438807414517279994e+02,1.310211052264079399e+02,1.000000000000000000e+01,2.906581602174322325e+04,1.244709764388255736e-02
6.500000000000000000e+02,4.125249935510283876e+02,4.142195000584935372e+01,1.000000000000000000e+01,2.865159652168472894e+04,5.666865414656481123e-03
3.000000000000000000e+02,2.085839880672711217e+02,1.877564789327898040e+02,1.000000000000000000e+01,2.677403173235683062e+04,3.485646821580461879e-03
3.000000000000000000e+02,2.641646167015873630e+02,1.414145272460360836e+01,1.000000000000000000e+01,2.663261720511079329e+04,8.968766822253353491e-03
3.000000000000000000e+02,2.839966219851881988e+02,2.832095774905751000e+02,1.000000000000000000e+01,2.380052143020504082e+04,3.382264467551889843e-03
9.000000000000000000e+02,6.499350322259141421e+02,5.873281442305902829e+02,1.000000000000000000e+01,1.792723998789913821e+04,5.538895284358901286e-03
1.500000000000000000e+03,1.465832713355664964e+03,1.183224951346134048e+03,1.000000000000000000e+01,6.094990474437798184e+03,1.673697151941814718e-02
1.500000000000000000e+03,7.350174526447912058e+02,5.618382262930230127e+02,1.000000000000000000e+01,4.766082115075678303e+02,7.816541606721887775e-03
1.500000000000000000e+03,3.124110720926479416e+02,2.621374627965288937e+02,1.000000000000000000e+01,-2.144766416457720879e+03,1.449432489380541103e-02
1.500000000000000000e+03,4.186898575744390882e+02,2.559111927118310348e+02,1.000000000000000000e+01,-4.703878343576030602e+03,6.670349321753640988e-03
1.500000000000000000e+03,7.368573369288811818e+02,5.508337288913537577e+02,1.000000000000000000e+01,5.949166271108646470e+04,1.346459442901280779e-02
1.500000000000000000e+03,1.038010485190640793e+03,7.881236318573760400e+02,1.000000000000000000e+01,5.161042639251270157e+04,8.865136110095287944e-03
1.500000000000000000e+03,1.245803291726097996e+03,6.268454366850246515e+02,1.000000000000000000e+01,4.534197202566245687e+04,1.639738837501086149e-02
1.500000000000000000e+03,1.518716917319324295e+02,1.168516933899913823e+02,1.000000000000000000e+01,4.417345509176254563e+04,1.401718357717963645e-02
1.500000000000000000e+03,1.341206403582180428e+03,1.274198417111118943e+03,1.000000000000000000e+01,3.143147092065135803e+04,1.762816184727339711e-02
1.500000000000000000e+03,4.243529634010675977e+02,1.771208616884561593e+01,1.000000000000000000e+01,3.125435005896290022e+04,1.573204467290423639e-02
1.100000000000000000e+03,4.282641151883324255e+02,4.208966141248452573e+02,1.000000000000000000e+01,2.704538391771444731e+04,4.806714029563575671e-03
7.000000000000000000e+02,3.393272234047077518e+02,2.972389934208891304e+02,1.000000000000000000e+01,2.407299398350555566e+04,5.107913943509081144e-03
3.000000000000000000e+02,1.691547964985945214e+02,4.534499214735028261e+01,1.000000000000000000e+01,2.361954406203205144e+04,8.211277430920678813e-03
3.000000000000000000e+02,2.901453130779067351e+02,1.352547657460557939e+00,1.000000000000000000e+01,2.360601858545744471e+04,1.063783484037820852e-02
3.000000000000000000e+02,1.004963374821504516e+02,8.787808095225838656e+01,1.000000000000000000e+01,2.272723777593486011e+04,5.896986967284948214e-03
6.500000000000000000e+02,3.096894600095159831e+02,2.013124397760471425e+02,1.000000000000000000e+01,2.071411337817438834e+04,5.995777450537321737e-03
1.000000000000000000e+03,6.056594906619493486e+02,9.510615384238565184e+01,1.000000000000000000e+01,1.976305183975053296e+04,1.212618148080962799e-02
1.000000000000000000e+03,1.563010956413926067e+02,1.095637451112698812e+02,1.000000000000000000e+01,1.866741438863783333e+04,8.251902779596538562e-03
1.000000000000000000e+03,1.805880174584971769e+02,7.135410601280197795e+01,1.000000000000000000e+01,1.795387332850981329e+04,1.111988105192089279e-02
6.500000000000000000e+02,3.076615878552574941e+02,3.175455655871572525e+00,1.000000000000000000e+01,1.792211877195109628e+04,6.379101665444801561e-03
3.000000000000000000e+02,2.877515266351190917e+02,9.275609279957990339e+00,1.000000000000000000e+01,1.782936267915151620e+04,1.044571607608115425e-02
3.000000000000000000e+02,7.284594463624756600e+01,5.726549257269776660e+01,1.000000000000000000e+01,1.725670775342453999e+04,1.130870464883653240e-02
3.000000000000000000e+02,1.905111725833187677e+02,1.559493002062794744e+02,1.000000000000000000e+01,1.569721475136174558e+04,1.283398746088869682e-02
9.000000000000000000e+02,4.949491350987634064e+02,2.107118239719090624e+01,1.000000000000000000e+01,1.548650292738983626e+04,1.434834501728397653e-02
1.500000000000000000e+03,6.371427699888716916e+02,3.752624350899670276e+02,1.000000000000000000e+01,1.173387857649016587e+04,6.359686331951056731e-03
