平均損益,純損益,勝率,総R倍数,分け数,勝ち数,平均損益率,負け数,PF,平均期間,平均R倍数,純損益率
1448.59813084,155000.0,0,12.1795985009,1,49,0.424432819981,57,-1.88419851683,4.53271028037,0.113828023373,45.414311738
