dtime,USD,GBP,EUR,CAD,CHF,SEK,DKK,NOK,AUD,NZD,ZAR,BHD
2005/5/18,107.57,196.91,135.52,84.98,87.73,14.71,18.21,16.72,81.06,76.05,16.74,285.71
2005/5/19,107.21,197.21,135.94,84.98,88.14,14.81,18.27,16.77,81.4,76.41,16.9,284.75
2005/5/20,107.78,197.82,136.13,85.63,88.13,14.82,18.27,16.8,81.62,76.36,16.79,286.27
2005/5/23,108.14,197.38,135.78,85.41,87.64,14.8,18.22,16.73,81.67,76.64,16.62,287.22
2005/5/24,107.73,197.09,135.44,85.62,87.49,14.78,18.19,16.69,81.81,76.66,16.54,286.14
2005/5/25,107.58,196.52,135.17,85.18,87.39,14.74,18.16,16.73,81.66,76.55,16.39,285.74
2005/5/26,107.83,197.57,135.93,85.27,87.87,14.8,18.26,16.94,82.34,77.24,16.68,286.4
2005/5/27,108.03,196.92,135.17,85.34,87.4,14.7,18.17,16.89,81.98,76.85,16.41,286.93
2005/5/30,107.94,196.66,135.27,85.78,87.51,14.73,18.18,16.95,82.2,77.09,16.45,286.69
2005/5/31,108.11,196.89,134.65,85.88,87.19,14.67,18.1,16.87,82.01,76.73,16.27,287.14
2005/6/1,108.28,197.06,133.36,86.26,86.83,14.58,17.93,16.8,81.95,76.43,15.98,287.6
2005/6/2,108.72,196.98,132.75,87.07,86.59,14.51,17.85,16.78,81.61,75.85,15.67,288.76
2005/6/3,108.11,196.59,132.78,86.7,86.45,14.54,17.86,16.76,81.69,75.91,15.94,287.14
2005/6/6,107.68,195.34,131.81,86.27,86.04,14.41,17.73,16.66,81.5,75.44,15.79,286
2005/6/7,106.91,195.06,131.09,85.86,85.6,14.35,17.63,16.64,81.86,75.8,15.91,283.96
2005/6/8,106.74,196,131.22,85.76,85.76,14.35,17.64,16.66,82.07,76.32,16.05,283.51
2005/6/9,107.24,195.87,131.24,85.69,85.53,14.28,17.64,16.6,82.11,76.63,15.9,284.83
2005/6/10,107.61,196.11,131.67,85.62,85.83,14.33,17.69,16.67,82.41,76.75,15.95,285.82
2005/6/13,108.59,196.74,131.48,86.67,85.54,14.24,17.68,16.75,82.68,76.79,16.12,288.42
2005/6/14,109.44,197.65,132.87,87.21,86.3,14.32,17.86,16.89,83.66,77.48,16.06,290.68
2005/6/15,109.47,197.72,131.74,87.39,85.72,14.2,17.71,16.75,83.61,77.56,15.93,290.76
2005/6/16,109.31,198.98,132.32,88.33,85.93,14.28,17.79,16.78,84.05,77.87,16.18,290.33
2005/6/17,108.94,198.59,131.84,88.11,85.63,14.24,17.73,16.74,84.3,77.89,16.3,289.35
2005/6/20,108.91,199,133.19,88.55,86.23,14.45,17.9,16.92,84.6,78.13,16.33,289.27
2005/6/21,109.27,199.05,132.72,88.21,85.99,14.35,17.83,16.89,84.74,78.22,16.33,290.23
2005/6/22,108.51,198.41,132.1,88.08,85.63,14.29,17.75,16.83,84.51,77.75,16.21,288.21
2005/6/23,108.72,198.15,131.94,88.07,85.57,14.14,17.72,16.76,84.69,77.73,16.22,288.76
2005/6/24,109.07,198.07,131.15,88.37,85.15,13.96,17.62,16.54,84.08,76.86,16.17,289.69
2005/6/27,109.35,199.3,132.6,88.55,86.03,14.13,17.81,16.66,84.08,77.22,16.39,290.44
2005/6/28,109.44,200.06,133.12,88.87,86.3,14.18,17.88,16.78,84.13,77.46,16.51,290.68
2005/6/29,109.92,199.75,132.66,89.3,85.9,14.07,17.82,16.71,83.91,77.04,16.59,291.95
2005/6/30,110.63,199.9,133.6,89.94,86.29,14.13,17.94,16.91,84.41,77.52,16.65,293.84
2005/7/1,110.84,198.53,134.04,90.32,86.38,14.19,18,16.96,84.32,77.2,16.68,294.4
2005/7/4,111.63,196.86,133.29,89.5,86,14.05,17.89,16.94,83.78,76.12,16.27,296.49
2005/7/5,111.57,196.56,132.94,89.95,85.65,14.04,17.85,16.85,83.64,75.74,16.32,296.33
2005/7/6,111.66,196.33,133.15,89.9,85.73,14.18,17.88,16.86,82.94,75.74,16.36,296.57
2005/7/7,112.3,196.79,133.9,90.95,86.15,14.26,17.97,16.9,82.9,75.56,16.43,298.27
2005/7/8,112.35,195.77,134.08,91.35,86.48,14.24,17.99,16.99,83.04,75.54,16.42,298.41
2005/7/11,112.25,195.15,134.31,92.08,86.31,14.23,18.02,17.04,83.28,75.75,16.42,298.14
2005/7/12,111.68,196.14,134.72,91.89,86.69,14.24,18.08,17.05,83.46,75.83,16.67,296.63
2005/7/13,111.19,197.27,135.75,92.37,87.23,14.42,18.21,17.18,83.98,75.84,16.98,294.86
2005/7/14,112.11,197.4,135.32,92.73,86.8,14.47,18.14,17.13,84.04,75.57,16.78,297.77
2005/7/15,112.31,197.53,135.97,92.78,87.24,14.49,18.24,17.14,84.33,75.84,17.03,298.3
2005/7/19,111.96,195.63,135,91.85,86.41,14.32,18.09,16.77,84.27,75.86,16.93,297.37
2005/7/20,112.93,196.5,136.15,92.66,87.08,14.47,18.25,17,84.81,76.31,16.97,299.95
2005/7/21,112.57,196.64,137.08,92.1,87.8,14.45,18.38,17.17,85.49,76.5,16.98,298.99
2005/7/22,111.03,194.59,134.88,91.25,86.32,14.28,18.08,16.94,84.82,76.12,17,294.9
2005/7/25,111.53,193.84,134.42,91.31,85.95,14.25,18.01,16.92,85.15,76.39,16.78,296.23
2005/7/26,111.82,195.09,134.68,91.72,86.19,14.31,18.06,17.04,85.13,76.6,16.88,297
2005/7/27,112.48,195.41,135.2,91.48,86.57,14.3,18.13,17.06,85.42,76.78,16.88,298.99
2005/7/28,112.5,196.19,135.82,91,86.83,14.36,18.21,17.13,85.1,76.68,16.98,299.04
2005/7/29,112.48,197.5,136.4,91.34,87.51,14.49,18.3,17.24,85.42,76.94,17.05,298.99
2005/8/1,112.57,197.7,136.54,91.92,87.35,14.51,18.31,17.39,85.05,76.55,17.15,299.23
2005/8/2,112.19,198.52,136.82,92.59,87.8,14.57,18.35,17.43,85.34,76.79,17.13,298.22
2005/8/3,111.67,197.52,135.89,91.92,87.3,14.51,18.22,17.31,85.38,76.69,17.05,296.84
2005/8/4,111.29,198.02,137.18,91.62,88.13,14.63,18.39,17.49,85.92,76.97,17.32,295.83
2005/8/5,111.39,198.41,137.87,91.74,88.51,14.78,18.48,17.51,85.83,77.13,17.36,296.09
2005/8/8,112.44,199.68,138.76,92.35,88.97,14.86,18.61,17.55,86.42,77.61,17.41,298.88
2005/8/9,111.96,200.03,138.51,92.25,88.96,14.84,18.58,17.53,85.64,77.79,17.37,297.61
2005/8/10,111.74,199.78,138.03,92.14,88.62,14.75,18.51,17.46,85.11,77.31,17.36,297.02
2005/8/11,110.55,198.77,136.96,91.21,88.02,14.65,18.35,17.35,84.52,77.1,17.37,293.86
2005/8/12,109.93,199.05,136.96,91.32,88.2,14.74,18.36,17.37,85,77.6,17.41,292.21
2005/8/15,109.64,198.91,136.25,91.73,87.81,14.65,18.27,17.23,84.67,77.78,17.23,291.44
2005/8/16,109.35,197.69,134.95,91.01,86.99,14.52,18.1,16.99,83.9,77.11,17.06,290.67
2005/8/17,109.54,198.25,135.33,91.31,87.18,14.52,18.15,17.03,84.03,77.2,16.98,291.17
2005/8/18,110.23,198.91,135.16,90.84,87.26,14.49,18.13,17.04,83.84,77.23,17,293.01
2005/8/19,110.5,198.05,134.69,90.69,86.95,14.44,18.06,16.95,83.24,76.94,16.96,293.73
2005/8/22,110.47,198.46,134.42,91.07,86.72,14.35,18.02,16.83,83.17,76.67,16.95,293.65
2005/8/23,109.79,197.74,134.1,91.2,86.33,14.32,17.99,16.82,82.84,76.52,16.96,291.84
2005/8/24,110.3,198.42,134.59,91.94,86.64,14.41,18.06,16.86,83.24,76.77,17.04,293.59
2005/8/25,110.41,198.84,135.53,92.91,87.42,14.54,18.2,17.09,83.62,77,17.1,293.88
2005/8/26,110.25,198.52,135.46,92.53,87.65,14.51,18.17,17.1,83.61,76.89,17.11,293.45
2005/8/29,110.05,198.97,135.8,92.53,87.94,14.56,18.22,17.14,83.27,76.81,17.02,292.92
2005/8/30,110.58,198.58,135.17,92.33,87.26,14.5,18.14,17.08,82.98,76.62,17.1,294.33
2005/8/31,111.41,199.05,136.08,93.38,87.79,14.56,18.26,17.24,83.16,76.71,17.07,296.54
2005/9/1,110.8,199.71,136.57,93.06,88.31,14.65,18.32,17.35,83.55,77.13,17.44,294.92
2005/9/2,110,201.48,137.21,93,88.98,14.75,18.41,17.55,83.94,77.62,17.45,292.79
2005/9/5,109.72,201.8,137.48,92.29,89.25,14.83,18.43,17.65,84.05,77.59,17.56,292.04
2005/9/6,109.3,201.28,136.57,91.77,88.47,14.69,18.32,17.46,83.87,77.49,17.4,290.92
2005/9/7,109.57,201.53,136.44,92.07,88.41,14.67,18.31,17.44,84.16,77.71,17.36,291.64
2005/9/8,110.32,202.42,136.84,92.85,88.69,14.71,18.37,17.57,84.64,77.79,17.39,293.64
2005/9/9,110.74,203.24,137.12,93.68,88.84,14.69,18.4,17.61,85.46,78.01,17.54,294.76
2005/9/12,109.5,201.56,135.71,93.04,87.96,14.58,18.21,17.44,84.87,77.53,17.41,291.46
2005/9/13,110.42,200.95,135.64,93.13,87.81,14.61,18.2,17.37,84.73,77.57,17.34,293.9
2005/9/14,110.64,201.8,135.94,93.67,87.87,14.58,18.24,17.42,85.14,78.08,17.42,294.49
2005/9/15,110.53,201.49,135.57,93.5,87.76,14.54,18.2,17.41,85.11,78.3,17.43,294.2
2005/9/16,110.87,200.35,135.54,93.51,87.5,14.52,18.19,17.42,84.88,78.1,17.46,295.1
2005/9/20,111.57,200.98,135.48,95.44,87.22,14.53,18.16,17.42,85.41,78.07,17.41,296.97
2005/9/21,111.82,201.12,135.72,95.66,87.35,14.54,18.2,17.44,85.8,77.93,17.48,297.63
2005/9/22,111.46,202.02,136.56,95.63,87.94,14.64,18.32,17.55,86.01,78.06,17.66,296.67
2005/9/26,112.37,199.09,135.09,95.66,86.73,14.41,18.11,17.34,85.08,77.21,17.7,299.1
2005/9/27,112.46,199.91,135.78,96.09,87.16,14.46,18.2,17.38,85.12,77.07,17.67,299.33
2005/9/28,113.23,200.29,136.19,96.16,87.48,14.51,18.26,17.43,85.53,77.13,17.61,301.38
2005/9/29,113.16,199.99,136.19,96.36,87.55,14.53,18.26,17.43,85.8,78.08,17.75,301.2
2005/9/30,113.21,199.19,136.1,96.41,87.44,14.59,18.25,17.36,86.07,78.33,17.81,301.33
2005/10/3,114.01,200.48,136.38,97.94,87.7,14.65,18.29,17.32,86.7,78.79,17.88,303.46
2005/10/4,114.23,200.57,136.13,98.07,87.7,14.64,18.25,17.3,87.23,79.08,17.81,304.05
2005/10/5,114.33,201.21,136.3,97.52,87.87,14.65,18.27,17.27,86.98,79.65,17.79,304.31
2005/10/6,113.94,202.06,137.17,96.51,88.77,14.73,18.4,17.42,86.39,79.48,17.55,303.27
2005/10/7,113.55,201.69,138.14,96.2,89.18,14.81,18.52,17.5,86.33,79.52,17.43,302.32
2005/10/11,114.23,200.19,137.46,97.04,88.75,14.73,18.43,17.49,86.56,79.79,17.61,304.13
2005/10/12,114.68,199.89,137.17,97.43,88.68,14.69,18.39,17.52,86.26,79.45,17.57,305.32
2005/10/13,114.61,200.59,137.68,97.81,88.98,14.73,18.46,17.65,86.63,79.92,17.51,305.14
2005/10/14,114.82,201.15,137.82,97.17,88.92,14.64,18.48,17.57,86.14,79.5,17.44,305.62
2005/10/17,113.99,201.97,138.03,96.34,89.03,14.6,18.5,17.66,85.91,79.52,17.52,303
2005/10/18,115.36,202,138.35,97.7,89.05,14.64,18.55,17.74,86.29,80.19,17.7,307.05
2005/10/19,115.84,202.19,138.26,98.33,88.96,14.63,18.53,17.69,86.45,80.49,17.65,308.33
2005/10/20,115.59,203.62,138.4,98.27,89.13,14.66,18.55,17.77,86.73,80.76,17.61,307.67
2005/10/21,115.35,205.15,139.04,98.11,89.92,14.67,18.64,17.87,86.92,81.08,17.44,307.03
2005/10/24,115.98,204.89,138.41,97.8,89.68,14.55,18.56,17.77,86.79,81.28,17.52,308.7
2005/10/25,115.62,204.14,138.19,97.32,89.56,14.5,18.53,17.66,86.7,81.29,17.5,307.75
2005/10/26,115.03,205.23,139.2,97.77,90.1,14.65,18.66,17.79,87.05,81.2,17.45,306.18
2005/10/27,115.9,206.27,140.02,99.03,90.45,14.71,18.78,17.95,87.6,81.57,17.36,308.49
2005/10/28,115.36,205.81,140.1,98.42,90.64,14.71,18.78,17.98,87.4,81.67,17.23,307.05
2005/10/31,115.76,205.52,139.59,98.25,90.37,14.63,18.71,17.86,86.73,81.44,17.33,308.12
2005/11/1,116.59,206.22,139.66,98.71,90.34,14.65,18.73,17.96,87.19,81.58,17.41,310.41
2005/11/2,116.9,206.19,140.29,99.35,90.68,14.64,18.82,18.01,86.85,81.47,17.62,311.32
2005/11/4,117.53,207.86,140.25,99.42,90.88,14.62,18.8,18.01,86.81,81.01,17.73,313
2005/11/7,118.16,206.54,139.46,99.77,90.25,14.55,18.7,17.89,86.49,80.77,17.64,314.67
2005/11/8,117.81,205.18,138.47,99.11,89.78,14.43,18.58,17.82,86.21,79.97,17.51,313.74
2005/11/9,117.41,204.58,138.11,98.97,89.5,14.49,18.52,17.78,86.26,80.11,17.44,312.51
2005/11/10,117.8,205.24,138.39,99.12,89.79,14.41,18.57,17.9,86.38,80.95,17.46,313.55
2005/11/11,117.77,204.97,137.59,99.02,89.55,14.31,18.44,17.85,86.18,80.92,17.43,313.64
2005/11/14,118.07,205.56,138.44,99.09,90,14.49,18.55,17.85,86.57,81.09,17.5,314.43
2005/11/15,118.85,206.72,138.97,99.56,90.23,14.52,18.64,17.87,86.58,81.01,17.58,316.51
2005/11/16,119,206.5,139.47,99.8,90.33,14.49,18.71,17.86,87.11,81.54,17.58,316.74
2005/11/17,119.03,204.59,138.97,99.72,89.82,14.44,18.65,17.82,87.09,81.63,17.72,316.82
2005/11/18,118.98,204.63,139.8,100.14,90.29,14.53,18.75,17.77,87.22,81.8,17.77,316.69
2005/11/21,119.38,204.84,140.53,100.23,90.72,14.66,18.85,17.83,87.49,82.19,17.83,317.75
2005/11/22,119.11,204.42,139.7,100.67,90.26,14.61,18.74,17.76,87.66,82.13,17.97,317.03
2005/11/24,118.64,204.4,140.16,101.24,90.41,14.75,18.8,17.81,87.65,82.4,18.07,315.78
2005/11/25,119.36,205.49,140.44,101.77,90.57,14.79,18.82,17.84,88.08,82.98,18.26,317.7
2005/11/28,119.79,204.89,140.06,102.46,90.61,14.79,18.78,17.81,87.97,83.42,18.43,318.84
2005/11/29,119.02,205.68,141.05,101.74,91.2,14.91,18.93,17.87,88.36,83.8,18.42,316.8
2005/11/30,119.68,205.6,140.91,102.28,91.08,14.78,18.91,17.72,88.44,84.03,18.46,318.55
2005/12/1,119.78,207.11,141.22,102.71,91.09,14.84,18.95,17.79,88.55,84.52,18.59,318.99
2005/12/2,120.69,208.91,141.52,103.45,91.54,14.9,19,17.82,89.66,85.24,18.68,321.5
2005/12/5,121.12,209.79,141.86,104.21,91.89,15.07,19.04,17.92,90.48,86.56,19.08,322.38
2005/12/6,121.08,210.93,142.73,104.66,92.61,15.11,19.17,18.15,90.85,86.95,19.08,322.28
2005/12/7,120.8,210.16,142.33,104.32,92.46,15.17,19.11,17.89,90.5,85.79,19.14,321.53
2005/12/8,120.89,209.79,141.78,104.18,92.09,15.09,19.03,17.89,90.66,85,19,321.77
2005/12/9,120.78,211.47,142.42,104.34,92.71,15.09,19.13,17.95,90.68,84.81,19.12,321.48
2005/12/12,120.9,211.97,142.67,104.46,92.72,15.15,19.16,18,90.76,85.16,18.99,321.8
2005/12/13,119.97,212.91,143.36,104.29,93.06,15.2,19.25,18.06,90.81,85.35,18.99,319.32
2005/12/14,119.88,212.16,143.29,104.18,92.79,15.19,19.24,18.03,90.17,84.65,18.94,319.08
2005/12/15,117.69,208.56,141,102.21,91.68,14.96,18.93,17.73,88.86,83.28,18.63,313.26
2005/12/16,115.73,204.18,138.33,100.02,89.7,14.62,18.57,17.38,86.27,79.81,17.98,308.04
2005/12/19,115.74,205.04,139.07,99.83,89.74,14.71,18.67,17.48,86.19,79.76,18,308.06
2005/12/20,116.3,204.99,139.62,99.6,89.98,14.84,18.74,17.45,86.29,80.11,18.34,309.56
2005/12/21,117.06,205.86,139.07,99.86,89.57,14.75,18.66,17.29,86,80.08,18.41,311.58
2005/12/22,117.66,205.28,139.22,100.87,89.57,14.76,18.67,17.35,86.23,79.74,18.51,313.18
2005/12/26,116.12,201.46,137.78,99.44,88.46,14.58,18.48,17.21,84.8,78.45,18.23,309.08
2005/12/27,116.94,202.35,138.38,100.13,88.91,14.64,18.56,17.25,85.46,79.03,18.34,311.26
2005/12/28,117.51,203.3,139.23,100.2,89.35,14.76,18.68,17.38,85.29,79.07,18.44,312.78
2005/12/29,118.07,203.17,139.91,101.23,89.78,14.87,18.76,17.4,86.05,80.3,18.65,314.27
2005/12/30,118.07,203.74,139.88,101.39,89.8,14.84,18.76,17.43,86.43,80.82,18.69,314.27
2006/1/4,115.96,202.88,139.59,100.25,90.05,14.91,18.72,17.53,86.03,79.53,18.71,308.65
2006/1/5,116.28,204.42,140.79,101.2,91.06,15.09,18.88,17.76,86.87,80.23,18.92,309.91
2006/1/6,115.93,203.64,140.4,99.66,90.83,15.05,18.81,17.72,86.72,79.63,18.87,308.98
2006/1/10,114.66,202.5,138.37,98.17,89.73,14.82,18.55,17.41,86.17,79.62,18.99,305.6
2006/1/11,114.6,202.04,138.1,98.46,89.4,14.76,18.53,17.25,85.95,79.62,18.85,305.44
2006/1/12,114.34,201.9,138.74,98.63,89.69,14.85,18.61,17.27,86.32,79.78,19.1,304.74
2006/1/13,114.74,201.97,138.08,98.79,89.22,14.83,18.52,17.15,86.04,79.7,18.86,305.4
2006/1/16,113.96,202.77,138.62,98.25,89.44,14.84,18.57,17.22,86.26,79.68,19.03,303.33
2006/1/17,115.26,203.49,139.45,99.38,89.97,14.95,18.7,17.29,86.76,79.97,19.22,306.79
2006/1/18,115.68,204.34,139.89,99.44,90.26,15.03,18.76,17.31,86.85,79.67,19.15,307.91
2006/1/19,115.5,203.37,139.65,98.63,90.03,14.98,18.72,17.14,86.22,79.33,19.08,307.43
2006/1/20,115.66,203.33,139.76,99.35,89.95,14.98,18.74,17.2,86.55,78.85,19.38,307.85
2006/1/23,115.23,204.74,140.75,100.02,90.88,15.16,18.86,17.44,86.5,78.71,19.21,306.71
2006/1/24,114.59,204.69,140.88,99.65,91.03,15.24,18.9,17.47,86.23,78.16,19.34,305
2006/1/25,115.11,205.26,141.21,99.84,91.15,15.25,18.94,17.59,86.57,78.55,19.13,306.39
2006/1/26,115.62,206.36,141.63,100.37,91.44,15.25,18.99,17.61,87.07,79.43,19.12,307.75
2006/1/27,116.33,206.86,141.96,101.19,91.55,15.35,19.03,17.57,87.46,79.65,19.09,309.64
2006/1/30,117.15,207.44,141.8,101.98,91.33,15.31,19.01,17.57,87.87,79.91,19.15,311.82
2006/1/31,117.75,208.15,142.28,102.62,91.5,15.39,19.07,17.5,88.19,80.36,19.26,313.41
2006/2/1,117.32,208.52,142.44,102.96,91.67,15.45,19.1,17.67,88.88,80.81,19.38,312.27
2006/2/2,118.05,209.61,142.46,103.37,91.66,15.4,19.09,17.66,88.92,80.88,19.41,314.21
2006/2/3,118.55,210.96,143.42,103.56,92.2,15.44,19.22,17.85,89.33,81.82,19.56,315.54
2006/2/6,118.79,209.51,142.95,103.76,91.9,15.42,19.14,17.81,88.96,81.6,19.59,316.18
2006/2/7,119.11,208.1,142.44,103.92,91.5,15.3,19.08,17.73,88.39,81.22,19.53,317.03
2006/2/8,117.98,205.8,141.3,102.24,90.91,15.18,18.91,17.58,87.35,79.99,19.03,314.03
2006/2/9,118.45,206.43,141.84,102.99,91.27,15.31,19,17.69,87.81,80.26,19.21,315.28
2006/2/10,118.96,207.19,142.34,103.73,91.4,15.36,19.07,17.75,88.11,80.95,19.51,316.64
2006/2/13,117.7,205.09,139.92,102.02,89.97,15.06,18.75,17.31,86.85,79.97,19.24,313.28
2006/2/14,117.55,204.69,139.83,101.71,89.83,14.97,18.72,17.25,86.55,79.22,19.12,312.88
2006/2/15,117.74,204.3,140.3,102.01,90.03,15.07,18.8,17.24,87.29,79.75,19.24,313.39
2006/2/16,118.04,205.35,140.2,101.93,90,15.03,18.79,17.25,87.23,79.7,19.44,314.27
2006/2/17,117.84,204.88,140.26,101.87,89.96,14.95,18.78,17.38,87.37,79.15,19.49,313.74
2006/2/20,118.23,205.98,141.15,102.7,90.29,15.07,18.92,17.52,87.42,79.11,19.59,314.78
2006/2/21,118.5,206.49,141.33,103.22,90.55,15.09,18.95,17.57,87.56,79.29,19.69,315.5
2006/2/22,118.79,207.41,141.57,103.59,90.82,15.08,18.98,17.62,87.77,78.51,19.58,316.27
2006/2/23,118.46,206.37,140.97,103.1,90.24,15.06,18.9,17.5,87.09,77.92,19.53,315.39
2006/2/24,116.71,204.59,139.18,101.21,89.22,14.81,18.66,17.33,86.31,77.27,19.13,310.73
2006/2/27,116.43,202.58,137.73,101.16,88.04,14.64,18.47,17.12,85.97,76.65,19.12,309.98
2006/2/28,116.29,202.21,137.64,101.96,87.87,14.56,18.46,17.14,85.71,76.73,18.84,309.61
2006/3/1,115.87,203.22,138.35,101.86,88.44,14.68,18.55,17.19,86.13,76.91,18.9,308.49
2006/3/2,116.13,203.16,138.32,102.16,88.39,14.65,18.55,17.27,86.64,77.24,18.86,309.19
2006/3/3,116.56,204.14,140.11,102.88,89.57,14.82,18.78,17.45,86.88,77.64,19.12,310.33
2006/3/6,116.59,205.19,140.85,102.62,90.23,14.93,18.88,17.61,87.06,77.64,18.88,310.33
2006/3/7,117.68,205.49,141.1,103.24,90.46,14.96,18.93,17.7,87.07,76.77,18.9,313.31
2006/3/8,117.74,204.27,139.8,102.3,89.54,14.79,18.74,17.52,86.35,76.44,18.84,313.47
2006/3/9,117.8,204.69,140.58,101.89,90.09,14.87,18.86,17.53,86.62,76.61,18.72,313.21
2006/3/10,118.41,205.51,140.83,101.96,89.97,14.95,18.89,17.53,87.06,76.49,18.95,315.26
2006/3/13,118.99,205.53,141.87,102.39,90.4,15.11,19.01,17.8,87.17,76.47,19.04,316.8
2006/3/14,118.51,205.85,141.92,102.42,90.48,15.14,19.03,17.82,87.14,75.69,19,315.52
2006/3/15,117.75,205.54,141.5,101.75,90.42,15.11,18.97,17.78,86.93,75.62,18.94,313.5
2006/3/16,117.74,205.81,141.97,101.9,90.79,15.14,19.04,17.8,87.02,75.95,19.06,313.47
2006/3/17,116.74,205.12,142.2,101.25,90.57,15.21,19.06,17.76,86.07,74.68,18.91,310.73
2006/3/20,116.24,203.93,141.57,100.22,90.04,15.18,18.96,17.75,84.39,73.18,18.78,309.4
2006/3/22,117.38,205.09,141.96,100.73,90.22,15.17,19.03,17.87,84.13,73.01,18.46,312.51
2006/3/23,116.93,204.19,141.11,100.21,89.51,15.09,18.92,17.75,84.1,73.23,18.6,311.32
2006/3/24,118.05,204.77,141.28,101.16,89.62,15.12,18.94,17.72,83.97,72.66,18.63,314.3
2006/3/27,117.18,204.16,140.96,100.39,89.47,15.05,18.88,17.68,82.92,71.21,18.73,311.9
2006/3/28,116.4,203.41,139.77,99.52,88.93,14.95,18.74,17.61,82.32,70.63,18.57,309.9
2006/3/29,118,205.6,141.56,100.82,90.09,15.1,18.98,17.83,83.11,71.12,18.77,314.16
2006/3/30,117.89,204.56,141.79,100.61,90.01,15.05,19.01,17.78,83.6,71.78,18.79,313.79
2006/3/31,117.47,205.2,142.75,101.13,90.49,15.19,19.15,17.93,84.01,71.94,19.03,312.75
2006/4/3,118.11,204.91,142.89,100.99,90.48,15.15,19.16,18,84.54,72.77,19.14,314.46
2006/4/4,117.99,205.14,143.11,100.67,90.35,15.23,19.18,18.19,84.23,71.37,19.32,314.14
2006/4/5,117.39,205.98,143.76,100.92,90.92,15.35,19.27,18.28,84.86,71.85,19.46,312.54
2006/4/6,117.74,206.27,144.63,101.32,91.6,15.49,19.38,18.34,85.59,72.27,19.49,313.39
2006/4/7,117.94,206.62,143.88,102.09,91.26,15.43,19.29,18.27,86.13,72.14,19.48,313.92
2006/4/10,118.23,206.23,143.19,102.9,90.97,15.3,19.19,18.2,85.88,71.94,19.39,314.78
2006/4/11,118.58,206.6,143.41,103.24,90.91,15.32,19.22,18.28,86.37,72.01,19.3,315.71
2006/4/12,117.9,206.21,143.31,103.1,90.95,15.37,19.2,18.31,86.5,72.4,19.24,313.81
2006/4/13,118.49,207.38,143.27,103.08,91.17,15.34,19.22,18.26,86.69,73.89,19.37,315.47
2006/4/14,118.77,208.09,143.75,103.09,91.5,15.45,19.28,18.27,86.48,73.41,19.43,316.13
2006/4/17,118.25,207.9,143.86,102.86,91.53,15.42,19.28,18.29,86.44,73.34,19.35,314.83
2006/4/18,117.97,209,144.63,102.95,92.25,15.58,19.39,18.37,87.33,73.79,19.44,314.08
2006/4/19,116.94,208.49,144.49,102.55,92.14,15.54,19.37,18.4,87.02,73.85,19.57,311.26
2006/4/20,117.59,210.44,145.27,103.47,92.65,15.66,19.47,18.65,87.55,74.39,19.66,312.99
2006/4/21,117.72,209.45,144.84,103.28,92.06,15.57,19.43,18.55,87,73.82,19.41,313.34
2006/4/24,115.79,206.78,143.04,101.88,90.97,15.33,19.19,18.28,86.37,73.53,19.26,308.2
2006/4/25,114.34,204.19,141.54,100.55,90.07,15.17,18.97,18.01,85.15,71.98,18.91,304.34
2006/4/26,114.94,205.65,142.84,101.63,90.66,15.34,19.15,18.19,85.71,72.06,18.89,305.94
2006/4/27,114.79,205.01,142.97,101.79,90.41,15.34,19.17,18.34,86.52,72.57,18.7,305.54
2006/4/28,114.4,206.21,143.35,101.76,90.79,15.41,19.22,18.43,86.47,72.55,18.58,304.5
2006/5/1,113.75,207.39,143.48,101.73,91.7,15.46,19.22,18.48,86.32,72.54,18.96,302.77
2006/5/2,113.92,207.64,143.14,102.17,91.63,15.41,19.21,18.42,86.29,72.44,18.86,303.22
2006/5/8,111.88,208.18,142.32,101.17,91.25,15.28,19.09,18.28,86.26,71.78,18.51,297.79
2006/5/9,111.43,206.93,141.43,100.16,90.65,15.18,18.98,18.19,85.76,70.58,18.45,296.59
2006/5/10,111.24,207.45,141.89,101.08,91.13,15.25,19.03,18.26,86.08,70.24,18.43,296.09
2006/5/11,111.15,206.49,141.75,100.53,90.97,15.22,19,18.26,85.69,69.17,18.38,295.85
2006/5/12,110.44,208.1,141.94,100.27,91.13,15.17,19.05,18.3,85.8,69.76,18.16,293.96
2006/5/15,109.95,208.41,142.09,99.05,91.82,15.16,19.07,18.33,84.82,68.65,17.53,292.81
2006/5/16,110.49,207.61,141.48,99.17,91.24,15.04,18.99,18.17,84.24,68.74,17.24,294.17
2006/5/17,109.62,206.83,140.74,99,90.71,14.98,18.89,17.96,84.1,68.72,17.26,291.85
2006/5/18,110.94,208.86,141.42,99.41,91.36,15.03,18.98,18.11,84.15,68.98,17.25,295.29
2006/5/19,110.88,209.88,142.43,99.08,91.88,15.2,19.1,18.25,84.58,69.03,17.25,295.13
2006/5/22,112.07,209.95,142.87,99.89,91.98,15.27,19.16,18.32,84.41,69.26,17.29,298.38
2006/5/23,111.78,210.66,143.68,100.07,92.7,15.39,19.28,18.39,84.13,69.53,17.07,297.52
2006/5/24,112.48,211.28,143.74,100.07,92.79,15.4,19.28,18.35,84.36,70.26,16.91,299.47
2006/5/25,112.8,211.01,143.96,100.52,92.69,15.47,19.31,18.42,84.97,71.61,17.23,300.24
2006/5/26,111.73,209.26,142.96,100.76,91.77,15.37,19.18,18.3,84.94,71.46,17.19,297.47
